customer_id,first_name,last_name,email,phone,date_of_birth,province,city,postal_code,account_creation_date,subscription_type,monthly_charges,total_charges,contract_length,payment_method,paperless_billing,auto_pay,referral_code,last_login_date,account_status
CUST_002001,Cynthia,Andrews,thartman@example.org,(562) 932-5544 x987,1976-09-22,BC,South Alan,V4I 1W6,2022-02-18,Premium,57.44968384737325,1320.1933980655444,12,PayPal,True,False,,2023-06-17,Active
CUST_002002,Michelle,Allen,mwilliams@example.org,137.814.1998,1993-07-29,QC,Port Christopher,G5R 4N4,2022-01-16,Basic,28.619018240153515,631.6632784407574,24,Credit Card,False,True,REF2607,2023-04-30,Active
CUST_002003,Dustin,Christian,noah88@example.org,(380) 796-8765 x763,1985-02-02,BC,New Raven,V2P 3A4,2023-05-21,Basic,28.91848705591509,230.38695477066344,36,Credit Card,False,True,,2023-10-02,Active
CUST_002004,Mary,Davis,ortizjames@example.net,1-507-311-2328,1996-05-18,BC,New John,V4U 4V4,2023-03-10,Basic,29.849909631126085,267.76082213433756,24,Bank Transfer,True,False,,2023-06-10,Active
CUST_002005,Tina,Best,haley68@example.org,751.124.1527,2003-10-17,QC,East Karen,J6S 0N7,2023-08-19,Premium,59.4028895043545,295.6512558933054,12,Bank Transfer,True,True,REF9613,2023-10-13,Active
CUST_002006,Joshua,Gamble,fcampbell@example.com,478-022-5220,1958-10-01,QC,East Rebecca,H9Q 7Y4,2023-02-18,Premium,62.216641420208575,561.0970114252102,36,Credit Card,False,True,,2023-08-12,Active
CUST_002007,David,Brown,seanlyons@example.org,965-930-4768 x488,1965-11-24,ON,Millerfort,M8X 7E7,2023-01-02,Basic,28.86023434843186,318.39041992737015,36,Credit Card,False,True,REF7118,,Active
CUST_002008,Zachary,Garcia,james55@example.net,275 732 1360,1988-05-12,QC,Heatherside,J8D 1Y6,2022-03-09,Premium,62.02452318826893,1363.6084781403185,12,Credit Card,False,True,REF8781,2022-05-21,Active
CUST_002009,Donald,Peterson,alexis03@example.org,433-343-5630 x698,1945-04-07,ON,South Hayleytown,P8Y 8C8,2023-10-20,Basic,29.9702595830145,90.26538446052186,24,Credit Card,False,False,,2023-12-27,Active
CUST_002010,Jonathan,Washington,wendy36@example.com,900.171.2145,1945-07-25,ON,Bryantown,P3X 3G6,2023-07-06,Premium,58.694004141204985,353.05102761698197,12,PayPal,False,False,REF2862,2023-10-16,Active
CUST_002011,Jessica,King,chrissheppard@example.org,978.151.4119,1980-04-18,NB,Jonesville,E0T 0T1,2023-06-07,Basic,31.315796618607568,187.71553887978186,12,Bank Transfer,False,True,,2023-07-29,Active
CUST_002012,Kathryn,Ward,monique50@example.org,927 175 7428,1989-01-20,QC,Huberhaven,H0F 8E6,2022-12-25,Basic,28.89008754808227,374.6098207572002,24,Credit Card,False,True,,2023-02-11,Active
CUST_002013,Destiny,Gonzalez,tamara99@example.net,(676) 120-3403 x674,2004-10-07,MB,South Joshua,R2H 1T0,2023-04-03,Basic,30.662259364675478,306.9476021109006,12,Credit Card,False,False,,2023-12-12,Active
CUST_002014,Brenda,Johnston,angelvazquez@example.net,+1 (404) 884-4856,1973-04-22,NS,Harrisonshire,B1A 0W7,2022-12-19,Premium,61.126612815505254,672.0044269959185,36,Credit Card,False,True,,2023-11-24,Active
CUST_002015,Donna,Roth,fbaker@example.com,(640) 222-6416 x812,1985-07-01,ON,New Markport,M3R 1B9,2023-04-14,Basic,29.93818083395843,270.35887689265303,12,Credit Card,False,True,,2023-06-22,Active
CUST_002016,Jonathan,Montoya,crawfordchristopher@example.com,1 (792) 833-4870,2004-07-22,BC,Jessechester,V4R 7A9,2023-08-04,Basic,30.68033916038573,154.09941929347687,36,Credit Card,False,True,,,Active
CUST_002017,Mark,Thomas,xjohnson@example.net,1-165-357-3964,1962-09-02,NS,North Amytown,B3F 2L1,2022-06-25,Basic,31.465075488705416,566.9128229406458,12,Credit Card,False,True,REF2312,2022-10-09,Active
CUST_002018,Leslie,Miller,pattersonsteven@example.org,1 (500) 177-5175,1973-01-05,QC,West Jorgetown,J3F 6D1,2022-04-15,Basic,30.090674635741735,568.9162172415049,12,Credit Card,True,True,REF1956,2023-10-17,Active
CUST_002019,Justin,Stout,josephwalters@example.org,1-903-650-1922,1951-09-26,BC,North Derektown,V1W 6G0,2023-08-04,Premium,59.83937195573735,296.30808730791574,36,Credit Card,True,False,,2023-10-22,Active
CUST_002020,Erica,Whitehead,jimmy16@example.com,638-346-8185,1998-03-18,QC,Williamside,G2Y 0B9,2022-06-16,Basic,29.49582828803747,560.4171984719983,12,Credit Card,True,False,,2023-09-30,Active
CUST_002021,Ashley,Thompson,aunderwood@example.net,475-084-8611,2006-09-19,ON,Gomezhaven,L1S 5G6,2023-05-22,Basic,31.36485010451496,217.78185100504925,12,Credit Card,True,True,,2023-09-27,Active
CUST_002022,Aaron,Kirby,michael28@example.org,1-159-245-2894,1960-07-20,BC,Castillochester,V0B 1P3,2023-08-23,Premium,57.80973239698929,289.39637922390875,36,Bank Transfer,True,True,,2023-09-23,Active
CUST_002023,Rebekah,Watkins,carlos66@example.com,1-872-568-6770,1977-09-12,ON,Lake Anthony,N1G 0U7,2023-06-24,Premium,58.020319402481064,347.0322656390858,36,Credit Card,True,True,REF8550,2023-10-12,Active
CUST_002024,Wesley,Kemp,allisonhess@example.com,(196) 171-8334 x457,1959-06-15,QC,Port Ericabury,J0X 8P1,2022-07-17,Enterprise,152.31613455921655,2596.087998942643,24,PayPal,False,True,REF2977,2023-05-17,Active
CUST_002025,Jill,Haynes,waltonnancy@example.org,1 (828) 674-5858,1992-03-20,ON,Dawnland,M5W 4X6,2023-09-10,Basic,30.86674918891126,122.93572945259606,12,Credit Card,False,True,,2023-12-18,Active
CUST_002026,Tina,Allen,sarastevens@example.net,+1 (358) 857-7057,1982-01-01,AB,West Sharon,T7A 7I4,2023-05-24,Enterprise,146.16343122472261,1170.3976239579138,12,Credit Card,True,True,,2023-11-19,Active
CUST_002027,Colin,Strong,kdavis@example.net,(554) 812-6068,1971-07-31,AB,Halefort,T2F 5E1,2023-01-21,Premium,60.877526820864325,484.62209983935105,12,Credit Card,True,True,,2023-09-25,Active
CUST_002028,Dennis,Sanders,smccann@example.org,(502) 888-1752 x870,2006-03-03,BC,Port Stephanieton,V1E 0S4,2023-11-30,Premium,58.820740367671135,118.55828876905653,12,Credit Card,False,False,,2023-12-21,Active
CUST_002029,Travis,Nguyen,imartinez@example.org,1-489-440-0661,1949-02-22,NB,Port Tara,E3V 2N5,2022-11-18,Premium,58.88502181582261,826.2076057607186,12,Credit Card,True,True,,2023-05-05,Active
CUST_002030,Cody,Thompson,kellymiranda@example.org,999-021-6030 x979,2002-09-06,BC,New Christian,V9J 8A2,2022-09-17,Basic,29.30127482772699,469.02578904320467,12,Credit Card,False,False,,2023-07-02,Active
CUST_002031,Angela,Taylor,catherinemartin@example.org,+1 (523) 195-6624,1958-10-17,ON,Port Brendaville,N0E 1D9,2023-02-06,Premium,60.994321609612776,610.5658220402629,12,Credit Card,False,True,REF5733,2023-04-13,Active
CUST_002032,Jack,Hull,carteranna@example.org,(533) 575-0043 x629,1955-05-02,ON,Port Ann,N4X 9Z8,2023-06-21,Basic,31.144303545910553,186.6497775482614,12,PayPal,False,False,,2023-10-12,Active
CUST_002033,Keith,Rangel,smithsharon@example.com,260.561.3336,1984-10-30,AB,New Donald,T2G 7M0,2023-04-14,Basic,31.213155950836875,249.34772832984729,24,Credit Card,False,False,,2023-08-12,Active
CUST_002034,Paul,Jackson,emilyferguson@example.org,(238) 285-9582,1972-11-17,NB,Port Karl,E7V 8C9,2023-09-14,Basic,28.81899684443391,114.77715735344285,24,Credit Card,True,False,REF0095,2023-11-06,Active
CUST_002035,Christopher,Lyons,davidmason@example.org,471.866.4892,1965-07-12,QC,Lake Alexanderberg,G1N 4B0,2023-06-06,Enterprise,148.54505517556248,1042.7994226523251,24,Credit Card,True,False,,2023-09-11,Active
CUST_002036,Kayla,Gordon,grantmichael@example.com,703-033-3983,1984-12-24,ON,South Tiffany,L3Z 5H4,2022-10-02,Premium,60.23195429895687,909.4698637707248,24,Credit Card,False,False,,,Active
CUST_002037,Kenneth,Johnson,ashleyflores@example.net,447.477.0402,1948-01-16,NS,Thorntonside,B1H 9Q6,2023-04-07,Basic,29.445864832816188,263.9877877061281,12,PayPal,False,True,REF0890,2023-07-09,Active
CUST_002038,Steven,Bullock,leachchristine@example.net,798-089-2669 x806,1977-04-19,ON,New Corey,L1F 3X7,2022-08-26,Basic,30.548771375361547,400.0487366740187,24,Bank Transfer,True,True,,2022-12-06,Active
CUST_002039,Jennifer,Dunn,joseph82@example.org,1 (209) 783-6794,1970-12-11,ON,Carterberg,L3A 0A0,2022-01-25,Enterprise,150.71810755934146,3477.825299006974,24,Credit Card,False,True,,2022-02-16,Active
CUST_002040,Edward,Zuniga,matthew63@example.com,821.654.3927,2003-02-16,BC,Martinezborough,V7H 9D9,2023-11-17,Basic,28.504982921653035,56.402759995124526,12,Bank Transfer,True,True,REF4357,2023-12-02,Active
CUST_002041,Sherry,Rice,johnjones@example.net,344-863-1451,1991-11-06,NS,Lake Beverlystad,B0S 1M9,2023-03-23,Basic,30.7486527418897,277.67704944777796,12,Credit Card,True,True,REF4923,2023-12-28,Active
CUST_002042,Laura,Thomas,kevin50@example.org,902 317 4981,1968-07-07,ON,North Ronald,N9V 8Y9,2023-10-06,Basic,30.67004031290139,92.26899127418417,12,Credit Card,True,False,REF7035,2023-12-18,Active
CUST_002043,Sharon,Glover,eugenesawyer@example.net,247-240-6637 x474,1954-10-30,QC,Dustinland,H4R 1R6,2022-09-30,Basic,29.930106686017847,446.71875308920863,36,Bank Transfer,False,False,REF4554,2023-01-18,Active
CUST_002044,Jessica,Lloyd,youngluke@example.org,(537) 685-3068 x878,1949-07-22,QC,Kennethchester,J9Q 4V3,2022-03-29,Basic,29.23737447818556,614.0975071705803,24,Credit Card,True,True,,2022-09-21,Active
CUST_002045,Judith,Simpson,lisa54@example.net,880-522-4289,2005-05-02,ON,New Marisashire,N1D 8C5,2023-03-14,Premium,57.545209041664414,519.4418862324794,12,Credit Card,False,False,,2023-12-21,Active
CUST_002046,Brittany,Farley,jonathantaylor@example.org,1 (773) 635-4520,1959-09-19,ON,New Emily,P4E 0G4,2023-06-07,Basic,30.90445466051061,216.71679916812954,12,PayPal,True,True,,2023-12-31,Active
CUST_002047,Travis,Williams,spencer30@example.net,252 601 1007,1962-01-27,ON,Munozstad,L4N 6A7,2023-07-03,Basic,29.45513326940544,204.67046560070656,12,PayPal,False,False,,2023-11-09,Active
CUST_002048,Michael,Clark,vfrank@example.net,1-554-655-6234,1945-01-15,QC,New Jenny,H6O 2W0,2022-10-01,Basic,28.776876101178093,431.2006989935477,36,Credit Card,True,False,,2023-09-22,Active
CUST_002049,Donald,Lee,katherine06@example.com,722-435-3418,1971-12-07,ON,Nancyfurt,L8C 8E2,2022-08-10,Basic,30.447702164286774,457.4165022802264,12,Credit Card,False,False,,2022-10-29,Active
CUST_002050,Danielle,Macdonald,davisdawn@example.org,(342) 627-2135 x446,1964-05-19,BC,Rachelport,V2B 8L8,2022-08-04,Basic,31.151340470552544,560.6137670220165,24,Credit Card,False,False,,2023-04-01,Active
CUST_002051,Willie,Chambers,julia11@example.net,856 986 3164,1965-05-19,ON,West Elizabeth,N3Z 5U3,2023-03-21,Basic,29.72484591158783,296.0624295734103,36,Credit Card,True,True,,2023-12-25,Active
CUST_002052,Matthew,Simmons,amandavaldez@example.net,861.538.0004,1970-01-04,BC,Port Dustin,V4C 2T1,2023-05-24,Basic,31.46697858048973,253.44064662480105,12,Credit Card,True,False,REF7452,2023-09-01,Active
CUST_002053,Casey,Rodriguez,gregory43@example.org,231.091.4450,1952-12-27,ON,Patricialand,N1U 2Z5,2023-02-02,Basic,29.528008754877877,355.0389777093851,12,Bank Transfer,True,False,,2023-05-12,Active
CUST_002054,Patrick,Young,craigblack@example.net,942.947.9379,1947-03-20,ON,Mossville,K0B 7T2,2023-09-26,Basic,29.147470739305678,117.30913980404813,12,Credit Card,False,False,,2023-12-10,Active
CUST_002055,Steven,Ferguson,kristencalderon@example.net,(122) 418-1035,1961-09-07,QC,Jerryfurt,G8H 8E7,2023-10-09,Basic,28.750411097480686,57.03679689362967,12,Bank Transfer,True,True,REF3030,2023-11-09,Active
CUST_002056,Amanda,Jones,jacob77@example.com,881-905-5252,1978-10-13,MB,East Nancyhaven,R1L 1E0,2022-08-26,Basic,30.454437017026866,486.0477216495555,12,Bank Transfer,False,False,REF0426,2023-09-25,Active
CUST_002057,Angela,Blair,brendataylor@example.net,+1 (170) 553-1089,1996-04-30,ON,Amyside,N5H 4J6,2022-04-30,Basic,30.665992881089185,553.8359803576943,12,Credit Card,False,True,,,Active
CUST_002058,Rodney,Martinez,jarvismicheal@example.net,643.843.2867,2000-04-22,QC,Brianland,H3U 4M0,2022-07-01,Basic,28.81160571153086,492.13892347982477,12,Credit Card,True,False,REF8086,2022-10-15,Active
CUST_002059,Erin,Butler,qnguyen@example.com,+1 (788) 046-5022,1963-06-23,AB,Joshuaton,T4P 2I3,2023-05-05,Basic,29.539317267555326,266.4220109472583,12,Credit Card,False,True,,2023-05-30,Active
CUST_002060,Joseph,Sandoval,james17@example.com,1-472-929-6257,1972-03-07,BC,East Amanda,V2K 1X2,2022-06-27,Premium,61.94597489954251,1174.0404109208546,24,Credit Card,True,False,,2023-01-18,Active
CUST_002061,Gregory,Welch,larajacob@example.org,+1 (375) 572-6747,1955-11-22,BC,Russellfurt,V6W 6L6,2023-11-18,Premium,62.70576856132376,126.56803848301124,12,Credit Card,True,False,,,Active
CUST_002062,Lori,Cox,careyjoseph@example.com,+1 (891) 927-4333,2006-01-14,ON,Trujillofort,P7N 8O8,2022-08-27,Premium,62.12719927339264,1054.393597559786,12,Credit Card,False,False,,2023-09-01,Active
CUST_002063,Jonathan,Jones,ccarter@example.org,(291) 952-0822,1958-06-17,SK,Morrisonmouth,S9B 3L0,2022-01-30,Premium,57.20946007363701,1265.0674667973237,36,PayPal,True,False,,2022-12-31,Active
CUST_002064,Jade,Williams,kelly11@example.net,242-090-8262,1969-02-21,ON,Petersenfurt,M2E 3K4,2022-01-25,Premium,61.85985846056521,1300.3913661737386,12,Bank Transfer,False,True,,2022-09-14,Active
CUST_002065,Sara,Meza,vcurtis@example.org,(261) 951-5223,1984-12-09,ON,West Christopherchester,N8E 1E1,2023-10-25,Enterprise,147.53434005318329,446.3008529130806,24,Bank Transfer,False,False,,2023-11-07,Active
CUST_002066,Elizabeth,Lopez,serranomegan@example.net,+1 (507) 672-9042,1971-10-30,ON,Campbellfort,L5I 9Z2,2022-12-06,Basic,28.542058535178896,372.03743151442086,24,Credit Card,False,False,,2023-05-16,Active
CUST_002067,Andre,Brown,brookskimberly@example.org,+1 (280) 284-7263,1957-12-08,AB,Jakeland,T1D 9P3,2022-07-06,Basic,30.130059235824216,517.4061474800559,24,Credit Card,True,True,,2023-12-19,Active
CUST_002068,Nicholas,Kramer,gallegosstephen@example.net,1 (921) 917-9508,1963-04-06,QC,Port Tiffany,J6H 4H5,2022-11-15,Premium,61.052832134999115,796.3171208574469,12,Credit Card,False,True,,2023-08-31,Active
CUST_002069,Mark,Johnson,jprice@example.org,(312) 332-3601,1965-07-20,ON,New Jamesborough,M9Z 6R0,2022-06-26,Basic,31.468724197708443,595.6036287759489,24,Bank Transfer,False,False,,2022-09-26,Active
CUST_002070,Carlos,Patel,munozdustin@example.net,981-626-9698 x114,1987-04-10,QC,Harrisburgh,G1B 2C2,2022-03-03,Basic,30.935217432242702,591.7521979964669,12,Credit Card,False,False,REF1899,2022-07-29,Active
CUST_002071,Jessica,Kramer,imartin@example.net,(519) 543-7649 x394,1950-06-16,ON,East Rachel,K2H 0D6,2023-02-03,Enterprise,143.2548146085517,1570.4028998675099,36,Credit Card,False,True,,2023-07-05,Active
CUST_002072,Frank,Gray,rodriguezkaren@example.net,508-313-8433 x829,1948-06-12,QC,North Juan,G1W 8M0,2023-08-02,Premium,62.914238274571794,377.6622507760118,12,Credit Card,True,True,REF0807,2023-09-12,Active
CUST_002073,Maria,Lowe,jsanchez@example.com,398 638 7046,1992-12-12,ON,Port Kennethhaven,K9O 8S9,2023-04-11,Basic,30.30306809661794,241.22457172407888,36,Credit Card,True,True,REF8054,2023-07-08,Active
CUST_002074,Brandi,Torres,youngcarol@example.net,(485) 120-3796 x169,1954-04-12,ON,Shelbyfort,K3J 7D3,2023-03-19,Basic,28.81120653363233,258.53172608226777,24,Bank Transfer,False,True,,2023-03-21,Active
CUST_002075,Karen,Harmon,timothygordon@example.net,787-099-4059 x417,1958-04-29,QC,East Raymond,J8N 0Y1,2022-11-18,Premium,62.29737198993874,812.5235402598048,12,Bank Transfer,False,True,,2023-04-17,Active
CUST_002076,Christopher,Allen,dennis57@example.com,363-585-8536 x183,1975-09-27,AB,South Heatherville,T8I 1S4,2023-05-11,Basic,31.025857610378935,216.86903687364907,24,Credit Card,False,False,,2023-11-10,Active
CUST_002077,Jose,Melton,linda63@example.net,1 (875) 007-8188,1977-11-13,ON,Williamsbury,K1G 7K3,2023-08-14,Basic,29.50325371497718,145.76616797148213,12,Credit Card,True,True,REF8167,2023-10-26,Active
CUST_002078,Matthew,Porter,danielle58@example.com,1 (529) 797-1162,1999-06-10,QC,Davidburgh,J8V 7Q0,2022-05-24,Basic,29.905049890307097,597.0859331604345,12,Credit Card,False,True,,2023-01-28,Active
CUST_002079,Angela,Lee,mcampbell@example.com,699-555-8929,2007-04-06,ON,Norristown,N1N 0R8,2022-02-13,Premium,57.65679810150269,1160.1755919566513,12,Credit Card,False,True,REF4848,2023-09-14,Active
CUST_002080,Joel,Conway,vroberts@example.org,1 (171) 094-5586,1975-07-24,AB,West Juan,T4P 7Y1,2022-01-07,Premium,60.202807521004935,1447.4021712618005,36,Credit Card,False,False,,2023-01-14,Active
CUST_002081,Rodney,Campbell,stevenshelton@example.com,(751) 142-1612 x547,1977-10-06,ON,Port Scott,N8D 0F4,2023-11-16,Premium,60.27213226680109,122.14909003730082,12,Credit Card,False,False,,,Active
CUST_002082,Rebecca,Carson,joshuawilliams@example.org,(451) 175-9205 x210,2002-09-25,ON,Quinntown,K0F 4V4,2023-02-02,Premium,58.15523378087295,639.2514034295854,12,PayPal,True,True,,,Active
CUST_002083,Kelsey,Holt,pamela44@example.org,711 948 7344,1953-08-22,AB,North Anthony,T1M 9B6,2022-03-15,Basic,30.297292002521452,667.9381815489704,24,Credit Card,False,False,,2022-12-26,Active
CUST_002084,Joseph,Green,barbaranorman@example.com,758-058-0786 x879,1991-03-16,AB,East Theresa,T0M 7V5,2023-11-17,Basic,28.689313368270952,57.149262247722326,24,Credit Card,True,True,,,Active
CUST_002085,Justin,Reyes,pauljeffrey@example.net,+1 (856) 184-4968,1948-10-24,NS,New Kelly,B2C 5B1,2023-11-22,Basic,31.005849960649837,61.955374677234786,12,Bank Transfer,False,True,,2023-12-03,Active
CUST_002086,Danielle,Watson,wallacecarrie@example.org,1-909-016-7122,1995-08-09,AB,Jonathanland,T3G 5B8,2023-04-28,Basic,30.790264415233025,245.96965561232116,12,Credit Card,True,False,,2023-06-03,Active
CUST_002087,Stacy,Arellano,davidcox@example.org,+1 (810) 485-3843,1984-12-14,NS,Morganfurt,B9R 3S2,2022-11-25,Premium,58.72156182812478,763.5674159849277,36,Credit Card,False,True,REF5504,2022-12-31,Active
CUST_002088,Michael,Mccarthy,joseph14@example.net,1-868-419-3570,1995-01-15,QC,Lake Hollyburgh,G6T 1A5,2023-05-26,Premium,62.13855177008041,497.5544955293358,36,Credit Card,True,True,REF2404,2023-09-24,Active
CUST_002089,Jason,Lucas,russelljames@example.org,1 (595) 423-2533,1946-11-16,AB,Jennyberg,T7X 5Y8,2023-02-01,Basic,31.456996103413523,377.14372405063045,12,Credit Card,False,False,,2023-03-04,Active
CUST_002090,Melissa,Powell,gabrielasullivan@example.net,+1 (519) 112-5057,1962-04-10,ON,New Fernando,P5H 4R1,2023-07-16,Basic,28.770823724123964,171.13925587915043,12,Credit Card,False,True,,2023-08-20,Active
CUST_002091,Christopher,Perez,ashley62@example.net,635 917 2915,1984-07-14,AB,Joshuastad,T7N 4Y2,2022-07-18,Basic,29.96176134075364,540.5031154292016,12,Credit Card,False,True,,2022-11-16,Active
CUST_002092,Ronald,Smith,carolwright@example.net,1 (165) 741-8217,1974-09-20,QC,Lake Brittanyland,H5X 1E8,2022-01-04,Premium,61.6123000449768,1416.3329782779495,12,Bank Transfer,False,False,,2023-03-19,Active
CUST_002093,Marilyn,Beck,tarias@example.org,511 914 1796,1989-08-03,QC,Port Danielbury,G9L 9P8,2023-10-11,Basic,28.785788664309358,87.53807009820608,12,Credit Card,False,False,REF3370,2023-11-06,Active
CUST_002094,Autumn,Gilmore,ihunt@example.org,815-609-4767 x772,1953-02-05,QC,Mariomouth,J0Y 9O2,2023-08-29,Premium,58.35276941552294,293.83628037819807,24,Credit Card,False,True,REF7340,2023-11-14,Active
CUST_002095,Casey,Collier,crystal18@example.org,(301) 555-9374,1956-02-01,ON,North Patricia,N5Y 4N7,2022-10-27,Basic,29.895722891665233,448.406945845804,24,Credit Card,True,False,REF0979,2023-05-03,Active
CUST_002096,Nicole,Matthews,stephanie46@example.com,888-702-8028 x994,1989-08-24,QC,New Emilyfort,H3B 8O1,2023-05-10,Basic,29.575099746774416,205.48767090214332,24,Bank Transfer,False,False,,2023-12-01,Active
CUST_002097,Brian,Huerta,stevensmeghan@example.com,856-823-8159 x334,1950-06-11,ON,Mullinsport,L7V 0G1,2022-06-26,Basic,29.950041264249624,418.49665463292604,36,Credit Card,False,True,,2023-09-12,Active
CUST_002098,David,Arroyo,josephrobertson@example.net,653 017 2085,1959-02-27,QC,West Kent,H4C 4Q5,2022-09-10,Basic,30.60682779913095,488.8326076116049,24,Credit Card,True,False,REF9424,2023-04-29,Active
CUST_002099,Paul,Case,aharmon@example.net,237.540.9826,1980-12-04,NS,Reneetown,B4Y 6V8,2022-02-10,Premium,59.40705703939952,1251.2583809605785,24,Bank Transfer,True,False,REF8181,2023-05-16,Active
CUST_002100,Melissa,Harris,sarahmorrow@example.net,651.312.0851,2006-03-25,QC,Jaytown,H0O 6N4,2023-08-21,Basic,28.898684126711238,143.6413075811809,36,PayPal,False,False,,2023-08-27,Active
CUST_002101,Nancy,Travis,shannonmiles@example.net,550 820 1421,1960-09-16,QC,New Brittany,G3K 3X8,2022-12-05,Enterprise,156.99296009487497,1894.4222540931682,24,Credit Card,False,False,,2023-11-21,Active
CUST_002102,Elizabeth,Cabrera,carrillokimberly@example.net,(184) 731-4889,1989-01-14,QC,New Lauraside,J2G 8N8,2022-07-15,Basic,30.99735088647958,555.8839919199514,12,Credit Card,True,False,,2022-11-03,Active
CUST_002103,Katherine,Lang,brandonmiller@example.com,513-448-9380,1945-12-20,QC,North Peterstad,H8Q 6S3,2022-03-04,Basic,29.019418354776096,611.5624883466185,12,PayPal,False,False,,2023-03-24,Active
CUST_002104,Kristen,Cowan,snydermarissa@example.net,375 825 9465,1991-07-31,ON,East Robertland,M0V 8T2,2022-04-07,Basic,29.912821839480433,626.6491739072794,12,Credit Card,False,True,,2022-05-06,Active
CUST_002105,Jason,Hamilton,james99@example.org,+1 (952) 394-1614,2005-01-27,AB,Barajasside,T6I 0K3,2023-02-18,Basic,30.53525258129132,304.8331519760496,24,Credit Card,False,False,,2023-05-14,Active
CUST_002106,William,Day,xmcclain@example.com,986 572 3441,2004-12-26,QC,Donnaborough,J9O 7W5,2023-03-18,Basic,29.522941464907067,264.897575120875,12,Credit Card,True,False,,2023-11-30,Active
CUST_002107,Jon,Howard,ramseyloretta@example.com,828 863 9012,1962-11-24,ON,Port Laurachester,K3Z 8I2,2022-03-28,Basic,31.024889570836734,653.8372643514341,12,PayPal,False,True,,2023-09-02,Active
CUST_002108,James,Hall,ellengilbert@example.org,+1 (755) 321-2890,1953-11-04,ON,Malonetown,L7X 3F0,2022-05-28,Basic,30.608293511279037,612.9101662358643,12,Credit Card,True,True,,2022-06-07,Active
CUST_002109,Anna,Wilson,haleyclark@example.org,716.647.3503,1984-04-23,ON,Williamshire,K7L 7N9,2023-02-10,Premium,57.714531394752136,580.4820025437787,36,Credit Card,False,True,,2023-11-21,Active
CUST_002110,John,Cowan,fcarey@example.net,199-096-0592 x908,2002-10-06,QC,Port Elizabeth,H2T 8L1,2023-01-25,Basic,29.35706140220423,264.8147792998298,24,Credit Card,False,True,REF2111,2023-11-03,Active
CUST_002111,Matthew,Garcia,spearssarah@example.org,313-360-8897,1997-09-01,ON,South Scott,K6S 0G9,2022-06-13,Basic,31.059077199448705,495.6956483746332,24,Credit Card,True,True,REF9811,2023-08-23,Active
CUST_002112,Brian,Chapman,amanda70@example.org,414-731-0017 x728,1953-09-15,ON,Ramseychester,N9Z 8A1,2022-08-14,Premium,62.97080668780067,1070.8519831907258,24,Bank Transfer,False,True,,2023-08-10,Active
CUST_002113,Michelle,Scott,elizabethstrickland@example.org,+1 (521) 451-0551,1979-09-30,ON,Patriciafurt,K0N 8A1,2022-09-11,Premium,59.693511120653554,897.2516390690631,24,Credit Card,True,True,,2022-12-27,Active
CUST_002114,Brittney,Evans,tracey99@example.org,1 (738) 378-9384,1957-04-04,BC,Suarezberg,V7Y 0K0,2023-05-19,Basic,31.313645535511235,188.10377869363396,36,Credit Card,False,True,REF3325,2023-10-21,Active
CUST_002115,Jennifer,Hall,kelly24@example.net,478 984 8034,1964-07-01,BC,Douglasland,V2I 4M9,2023-04-09,Basic,29.16190639818148,261.8616838564682,36,Credit Card,True,False,REF2347,2023-09-20,Active
CUST_002116,Sabrina,Sandoval,gutierrezjoshua@example.com,(274) 367-7674 x693,2004-09-15,NS,Donnaside,B6H 8A8,2022-07-09,Enterprise,145.8246637163429,2780.6740037539357,12,Bank Transfer,True,False,,2023-02-18,Active
CUST_002117,Cheryl,Gardner,dawnmccormick@example.net,1-984-957-3609,1976-12-12,NL,Duncanton,A2L 9X9,2023-11-05,Basic,30.942553355946657,61.30171856004573,12,Credit Card,False,True,,2023-11-07,Active
CUST_002118,Anthony,Peterson,ryan49@example.org,154-750-4341 x135,1974-06-25,ON,New Arthurland,P3E 7W2,2022-01-25,Basic,31.46342813934813,659.8078164493589,12,Credit Card,False,True,,2022-07-23,Active
CUST_002119,Stephanie,Baker,michael76@example.net,(726) 261-1373 x302,2004-11-22,QC,Maryland,J1M 3L0,2022-03-24,Basic,29.385596954791588,617.2024026873685,36,Bank Transfer,False,True,REF5202,2023-03-05,Active
CUST_002120,Jody,Gomez,cynthia31@example.com,1 (392) 046-3467,1995-03-07,ON,New Brittneymouth,N7M 5F7,2022-06-10,Premium,62.1677128001009,1118.027266342799,24,PayPal,False,False,,2022-06-11,Active
CUST_002121,William,Cortez,roger17@example.com,1-311-859-2168,1947-03-23,ON,Mooreshire,M9X 9L0,2022-04-17,Basic,29.84797804774072,626.7587745108909,36,PayPal,True,False,,2022-05-01,Active
CUST_002122,Christopher,Young,tylerstark@example.org,(212) 012-9301 x845,1970-04-04,BC,Youngview,V5Y 6A2,2022-02-05,Premium,57.25802450953645,1371.3964676846267,12,Credit Card,True,True,,2022-06-03,Active
CUST_002123,Stephen,Watson,xsmith@example.org,(984) 797-7050 x660,1980-05-28,ON,Tylerburgh,L9B 2F1,2023-04-01,Basic,31.201950944862062,280.1341547838943,36,Credit Card,False,True,,2023-08-17,Active
CUST_002124,Claire,Watkins,cgarcia@example.net,109-073-1710 x878,1965-11-02,QC,New Timothychester,J9B 9H2,2022-08-22,Enterprise,155.9708851236925,2652.6414205729125,12,PayPal,False,True,REF1827,2023-11-10,Active
